ctmarker
156.900000 230.000000 228.700000 146.100000 218.000000 137.950000 116.400000 260.000000 73.600000 146.100000 238.400000 53.800000 205.500000 230.000000 47.200000 278.400000 212.000000 43.900000 345.900000 244.400000 63.700000 356.700000 248.000000 118.150000 354.000000 232.400000 189.100000 343.200000 225.200000 225.400000 305.400000 233.600000 235.300000 327.000000 239.600000 273.250000 
156.900000 230.000000 228.700000 146.100000 218.000000 137.950000 116.400000 255.200000 73.600000 146.100000 240.800000 53.800000 205.500000 230.000000 47.200000 278.400000 209.600000 43.900000 345.900000 250.400000 63.700000 356.700000 248.000000 114.850000 354.000000 231.200000 189.100000 343.200000 221.600000 225.400000 305.400000 232.400000 235.300000 327.000000 242.000000 273.250000 
156.900000 228.800000 228.700000 146.100000 221.600000 137.950000 116.400000 256.400000 73.600000 146.100000 240.800000 53.800000 208.200000 208.400000 50.500000 278.400000 208.400000 43.900000 345.900000 250.400000 63.700000 354.000000 255.200000 118.150000 354.000000 232.400000 189.100000 343.200000 222.800000 225.400000 305.400000 231.200000 235.300000 327.000000 240.800000 273.250000 
156.900000 232.400000 228.700000 146.100000 219.200000 137.950000 116.400000 267.200000 76.900000 146.100000 239.600000 53.800000 213.600000 206.000000 50.500000 275.700000 209.600000 43.900000 345.900000 250.400000 63.700000 356.700000 250.400000 118.150000 354.000000 231.200000 189.100000 343.200000 222.800000 225.400000 305.400000 233.600000 235.300000 327.000000 240.800000 273.250000 
156.900000 230.000000 228.700000 146.100000 219.200000 137.950000 116.400000 266.000000 76.900000 146.100000 239.600000 53.800000 213.600000 204.800000 50.500000 278.400000 212.000000 43.900000 345.900000 250.400000 63.700000 356.700000 250.400000 118.150000 354.000000 232.400000 189.100000 343.200000 221.600000 225.400000 305.400000 232.400000 235.300000 327.000000 240.800000 273.250000 
156.900000 232.400000 228.700000 146.100000 219.200000 137.950000 116.400000 267.200000 76.900000 146.100000 239.600000 53.800000 213.600000 204.800000 50.500000 278.400000 214.400000 43.900000 345.900000 251.600000 63.700000 354.000000 255.200000 118.150000 354.000000 231.200000 189.100000 337.800000 230.000000 228.700000 305.400000 230.000000 238.600000 324.300000 248.000000 276.550000 
156.900000 233.600000 228.700000 146.100000 216.800000 137.950000 116.400000 266.000000 76.900000 146.100000 242.000000 53.800000 205.500000 231.200000 47.200000 275.700000 213.200000 43.900000 343.200000 249.200000 63.700000 351.300000 254.000000 118.150000 348.600000 242.000000 189.100000 335.100000 236.000000 232.000000 302.700000 234.800000 241.900000 321.600000 248.000000 279.850000 
159.600000 231.200000 227.050000 146.100000 218.000000 136.300000 119.100000 258.800000 75.250000 146.100000 243.200000 53.800000 213.600000 203.600000 50.500000 273.000000 219.200000 45.550000 348.600000 252.800000 62.050000 354.000000 249.200000 116.500000 354.000000 230.000000 189.100000 335.100000 233.600000 235.300000 300.000000 239.600000 245.200000 318.900000 252.800000 279.850000 
159.600000 225.200000 227.050000 148.800000 218.000000 136.300000 119.100000 261.200000 70.300000 148.800000 234.800000 53.800000 216.300000 203.600000 50.500000 278.400000 209.600000 43.900000 345.900000 250.400000 63.700000 356.700000 246.800000 116.500000 356.700000 233.600000 187.450000 335.100000 238.400000 238.600000 297.300000 240.800000 248.500000 316.200000 257.600000 281.500000 
159.600000 226.400000 227.050000 148.800000 219.200000 136.300000 119.100000 249.200000 73.600000 151.500000 233.600000 53.800000 219.000000 204.800000 50.500000 281.100000 208.400000 45.550000 343.200000 245.600000 63.700000 356.700000 245.600000 116.500000 356.700000 231.200000 187.450000 332.400000 236.000000 241.900000 297.300000 249.200000 246.850000 313.500000 260.000000 283.150000 
159.600000 227.600000 225.400000 148.800000 220.400000 136.300000 119.100000 252.800000 75.250000 154.200000 232.400000 53.800000 219.000000 201.200000 50.500000 283.800000 207.200000 45.550000 337.800000 244.400000 65.350000 356.700000 244.400000 116.500000 356.700000 232.400000 187.450000 332.400000 240.800000 241.900000 297.300000 252.800000 246.850000 313.500000 261.200000 283.150000 
159.600000 226.400000 225.400000 146.100000 218.000000 136.300000 119.100000 256.400000 75.250000 151.500000 234.800000 53.800000 219.000000 202.400000 52.150000 283.800000 209.600000 48.850000 337.800000 240.800000 67.000000 348.600000 256.400000 114.850000 356.700000 232.400000 189.100000 332.400000 238.400000 245.200000 297.300000 245.600000 250.150000 313.500000 261.200000 283.150000 
